window	Freq	mean_discordant_reads_blacklist
1_116359000_+	1	1
1_11636000_-	1	1
1_116383000_+	2	1
1_116399000_-	1	1
1_116405000_+	1	1
1_11641000_+	1	1
1_116422000_+	1	1
1_116441000_-	1	1
1_116442000_-	2	1
1_116468000_+	2	1
1_11647000_+	1	1
1_116483000_+	1	2
1_116490000_-	2	1
1_116503000_-	2	1
1_116515000_+	1	1
1_116533000_+	1	1
1_116547000_-	1	1
1_11660000_-	2	1
1_116616000_-	1	1
1_116619000_+	1	1
1_116626000_+	1	1
1_116640000_-	1	1
1_116641000_+	1	1
1_116652000_+	1	1
1_116661000_-	1	2
1_116665000_-	1	1
1_116676000_+	1	1
1_116688000_-	2	1
1_116691000_-	1	1
1_116710000_+	1	1
1_116727000_-	1	1
1_116741000_+	1	1
1_11675000_+	1	1
1_116750000_+	1	1
1_116768000_+	2	1
1_116775000_-	2	1
1_116786000_+	1	1
1_116846000_-	2	1
1_116876000_-	1	2
1_116878000_+	1	1
1_116886000_-	2	1
1_116894000_+	2	1
1_116930000_+	1	1
1_116952000_-	1	1
1_116969000_+	1	1
1_116971000_+	1	1
1_116973000_+	2	1
1_116974000_+	1	1
1_116976000_+	2	1
1_117005000_+	1	1
1_117006000_-	2	1
1_117008000_+	1	1
1_117019000_+	1	1
1_117037000_+	2	1
1_117040000_-	2	1
1_117055000_+	1	1
1_117065000_-	2	1
1_11707000_+	1	1
1_11708000_+	1	1
1_117092000_-	1	1
1_117108000_+	1	1
1_117118000_+	1	1
1_117123000_+	1	1
1_117134000_+	2	1
1_117140000_+	1	1
1_117173000_+	2	1
1_117185000_-	1	1
1_117210000_+	1	1
1_117220000_-	2	1
1_117223000_-	1	1
1_117230000_+	2	1
1_117235000_+	1	1
1_117246000_+	1	1
1_117264000_-	1	1
1_117271000_+	2	1
1_117300000_-	2	1
1_117302000_-	2	1
1_117303000_+	1	1
1_11732000_+	1	1
1_117325000_+	2	1
1_117334000_-	1	1
1_117349000_+	1	1
1_11735000_-	2	1
1_117356000_-	2	1
1_117359000_-	2	1
1_117362000_+	1	1
1_117364000_-	2	1
1_117371000_-	1	1
1_117383000_+	1	1
1_11739000_-	1	1
1_1174000_+	2	1
1_117412000_+	1	1
1_11742000_+	2	1
1_117447000_-	1	1
1_117456000_-	2	1
1_11746000_+	1	1
1_117461000_-	2	1
1_117486000_-	1	1
1_117497000_-	1	1
1_117497000_+	1	1
1_117499000_-	1	1
1_11751000_+	2	1
1_11753000_-	1	1
1_117557000_+	1	1
1_117560000_+	2	1
1_117566000_-	2	1
1_117571000_+	1	1
1_117576000_-	1	1
1_117576000_+	2	1
1_117577000_+	1	1
1_11760000_-	1	1
1_117600000_-	1	1
1_117648000_-	1	1
1_117650000_+	2	1
1_117664000_-	2	1
1_117667000_-	1	1
1_117679000_+	1	1
1_117689000_+	1	1
1_117710000_+	1	1
1_117712000_+	1	1
1_117721000_-	1	1
1_117734000_-	1	1
1_117741000_-	2	1
1_117773000_-	1	1
1_117805000_-	1	1
1_117808000_+	1	1
1_117819000_+	1	2
1_117838000_+	2	1
1_117846000_-	1	1
1_117852000_+	1	1
1_11788000_+	1	1
1_117901000_-	1	1
1_117930000_+	1	1
1_117934000_+	1	1
1_117935000_-	2	1
1_117937000_+	1	1
1_117952000_+	1	1
1_11799000_-	1	1
1_117996000_-	2	1
1_117999000_-	1	1
1_118032000_+	1	1
1_1181000_-	1	1
1_118107000_+	1	1
1_118115000_-	1	1
1_118115000_+	2	1
1_11816000_-	1	1
1_118195000_+	2	1
1_1182000_-	2	1
1_118203000_+	1	1
1_118208000_-	2	1
1_118218000_+	1	1
1_118226000_-	1	1
1_118244000_+	1	1
1_118249000_+	1	1
1_118271000_+	1	1
1_118273000_-	1	1
1_118289000_+	2	1
1_118299000_+	2	1
1_118305000_+	2	1
1_118306000_-	1	1
1_118314000_+	1	1
1_118349000_-	1	1
1_118370000_-	1	1
1_118370000_+	1	1
1_118383000_+	1	1
1_118447000_+	1	1
1_118451000_-	1	1
1_11848000_+	1	1
1_118488000_-	1	1
1_11850000_-	1	1
1_118512000_+	1	1
1_118516000_+	3	1
1_118525000_-	1	1
1_11855000_-	1	1
1_118570000_-	1	1
1_118578000_-	1	1
1_11859000_+	1	1
1_118626000_+	2	1
1_118637000_+	1	1
1_118642000_-	2	1
1_118654000_-	2	1
1_118676000_+	1	1
1_118702000_+	2	1
1_11871000_+	1	1
1_11873000_-	1	1
1_118735000_-	1	1
1_118739000_+	1	1
1_118751000_+	2	1
1_118784000_+	2	1
1_118795000_+	1	2
1_118820000_-	1	1
1_118829000_-	1	1
1_118833000_+	1	1
1_118850000_-	1	1
1_11886000_+	1	1
1_118888000_+	1	1
1_118899000_-	2	1
1_118909000_-	1	1
1_118921000_-	1	1
1_118953000_+	1	1
1_118958000_+	1	1
1_118967000_-	1	1
1_118974000_+	1	1
1_118978000_-	2	1
1_118992000_-	1	1
1_119003000_-	1	1
1_119016000_+	1	1
1_119019000_-	1	1
1_119061000_+	2	1
1_119075000_-	1	1
1_119105000_-	2	1
1_119134000_-	3	1
1_119139000_+	1	1
1_11917000_-	1	1
1_119195000_-	1	1
1_1192000_-	3	1
1_11920000_+	2	1
1_119202000_-	2	1
1_11921000_+	2	1
1_119224000_-	1	1
1_11927000_-	1	1
1_119307000_-	1	1
1_119347000_+	1	1
1_119349000_-	1	1
1_119370000_-	1	1
1_119389000_-	1	1
1_119419000_-	1	1
1_119427000_-	1	2
1_119458000_+	2	1
1_11946000_+	1	1
1_119465000_+	1	1
1_119480000_+	1	1
1_119492000_+	2	1
1_1195000_+	1	1
1_119505000_-	2	1
1_119520000_-	2	1
1_119527000_-	1	1
1_119531000_-	1	1
1_119538000_-	1	1
1_119539000_+	2	1
1_119547000_+	1	1
1_119552000_+	1	1
1_119558000_-	2	1
1_119570000_-	2	1
1_119578000_-	1	1
1_119605000_-	2	1
1_119620000_+	1	1
1_119631000_-	3	1
1_119635000_-	2	1
1_119646000_+	1	1
1_11965000_-	1	1
1_119654000_+	1	1
1_119662000_-	1	1
1_119680000_+	1	1
1_119688000_-	2	1
1_119689000_+	1	1
1_119700000_-	1	1
1_119710000_-	2	1
1_119734000_-	1	1
1_119752000_-	2	1
1_119764000_+	1	1
1_119812000_-	1	1
1_119855000_+	2	1
1_119871000_-	1	1
1_119873000_-	1	1
1_119875000_-	2	1
1_119895000_+	1	1
1_119898000_-	1	1
1_119948000_+	1	1
1_119967000_-	2	1
1_120019000_-	2	1
1_120027000_-	1	1
1_12003000_+	1	1
1_120032000_-	1	1
1_120054000_-	1	1
1_120061000_-	2	1
1_120074000_-	1	1
1_120091000_+	1	1
1_120124000_+	1	1
1_120125000_-	1	1
1_120145000_+	1	1
1_120177000_-	1	1
1_120183000_+	1	1
1_120209000_+	1	1
1_12023000_+	2	1
1_12026000_-	2	1
1_12031000_+	1	1
1_120310000_+	1	1
1_120318000_+	2	1
1_120320000_+	2	1
1_120323000_+	2	1
1_120342000_+	1	1
1_120354000_+	2	1
1_120355000_+	2	1
1_120356000_+	1	1
1_120357000_-	1	2
1_120361000_-	2	1
1_12040000_+	2	1
1_12042000_-	1	1
1_120459000_-	1	1
1_120461000_+	1	1
1_120499000_+	2	1
1_12057000_+	1	1
1_120841000_-	2	1
1_12099000_-	1	1
1_12099000_+	2	1
1_1210000_+	1	1
1_12100000_-	2	1
1_12109000_+	2	1
1_121125000_-	2	1
1_121153000_+	2	1
1_12118000_-	1	1
1_12119000_-	1	1
1_121192000_+	1	1
1_121209000_-	1	1
1_121236000_-	2	1
1_121239000_+	1	1
1_121258000_+	2	1
1_121302000_-	2	1
1_121347000_+	1	1
1_121365000_-	1	1
1_121386000_-	1	1
1_12141000_-	1	1
1_121477000_+	1	1
1_12156000_+	1	1
1_12163000_-	1	1
1_12170000_+	1	1
1_12177000_+	1	1
1_12182000_+	1	2
1_12189000_-	1	1
1_1219000_-	8	1.125
1_12201000_+	1	1
1_12212000_-	2	1
1_12222000_+	2	1
1_12224000_+	1	1
1_12225000_-	2	1
1_12227000_-	1	1
1_12250000_-	1	1
1_12261000_+	1	1
1_12267000_-	1	1
1_12269000_+	1	1
1_12274000_-	1	1
1_12289000_-	1	1
1_12290000_-	1	1
1_12323000_+	2	1
1_12336000_-	2	1
1_12339000_-	1	1
1_12379000_-	1	1
1_12388000_-	2	1
1_12394000_+	2	1
1_12410000_-	1	1
1_1245000_+	2	1
1_12452000_-	2	1
1_12460000_+	3	1
1_12465000_-	1	1
1_12465000_+	2	1
1_12473000_+	1	2
1_12488000_+	2	1
1_12525000_-	1	1
1_12570000_+	1	1
1_1259000_+	2	1
1_12606000_-	1	1
1_1261000_+	2	1
1_12610000_+	2	1
1_12621000_+	2	1
1_12630000_+	1	1
1_12651000_+	1	1
1_12655000_-	1	1
1_12675000_-	1	1
1_12684000_-	1	1
1_12684000_+	4	1.25
1_12690000_+	2	1
1_12695000_-	1	1
1_12697000_-	2	1
1_12699000_+	1	1
1_1270000_-	1	1
1_12700000_-	1	1
1_12747000_-	2	1
1_12755000_-	1	1
1_12759000_-	1	1
1_12761000_+	1	1
1_12784000_-	1	1
1_12787000_+	1	1
1_12791000_-	1	1
1_12793000_+	1	1
1_12806000_-	1	1
1_12817000_-	2	1
1_12860000_+	1	2
1_12869000_+	1	1
1_12891000_-	2	1
1_1299000_-	1	1
1_1302000_-	2	1
1_1308000_+	1	1
1_1328000_-	2	1
1_1330000_-	2	1
1_1346000_+	1	1
1_1352000_-	1	1
1_1353000_+	1	1
1_1365000_+	2	1
1_1366000_-	1	1
1_1371000_-	1	1
1_1375000_+	2	1
1_1378000_+	2	1
1_13783000_+	2	1
1_13824000_-	2	1
1_13827000_-	1	2
1_13835000_+	1	1
1_13839000_-	2	2
1_13839000_+	2	1
1_13845000_+	2	1
1_13848000_-	2	1
1_13853000_-	2	1
1_13866000_-	1	1
1_13880000_-	1	1
1_13894000_+	1	1
1_13903000_+	1	1
1_13915000_-	1	1
1_13955000_+	1	1
1_13973000_+	1	1
1_1399000_-	1	1
1_14054000_+	2	1
1_14104000_-	1	1
1_14116000_+	2	1
1_14117000_+	2	1
1_14118000_-	1	1
1_14126000_+	2	1
1_14134000_+	1	1
1_14138000_+	1	1
1_14159000_-	2	1
1_14162000_+	2	1
1_14182000_+	2	1
1_14191000_-	1	1
1_14210000_+	2	1
1_14214000_+	1	1
1_142535000_+	2	1
1_142536000_-	1	1
1_142536000_+	2	1
1_142537000_-	1	1
1_142538000_-	2	1
1_142607000_+	1	1
1_142619000_+	1	1
1_142623000_-	2	1
1_142645000_-	1	2
1_142723000_+	2	1
1_142797000_-	1	1
1_142805000_-	1	1
1_14283000_-	1	1
1_14311000_-	2	1
1_14313000_-	2	1
1_14314000_+	2	1
1_143274000_-	13	1
1_143274000_+	2	1
1_143278000_-	1	1
1_143422000_-	1	1
1_143502000_-	1	1
1_14351000_-	1	1
1_143530000_+	2	1
1_14377000_-	2	1
1_14379000_-	1	1
1_1438000_+	1	1
1_144014000_-	1	1
1_144018000_+	2	1
1_14403000_-	1	1
1_144030000_+	1	1
1_1441000_+	2	1
1_14435000_+	2	1
1_144530000_-	1	1
1_144539000_+	1	1
1_144590000_-	1	1
1_1446000_-	2	1
1_14472000_-	1	1
1_14473000_+	2	1
1_14478000_-	1	1
1_14483000_-	1	1
1_144845000_-	1	1
1_144856000_-	2	1
1_144860000_-	1	1
1_144861000_+	1	1
1_144875000_+	2	1
1_144881000_+	1	1
1_144899000_-	1	1
1_144901000_-	2	1
1_144907000_-	1	1
1_14491000_-	2	1
1_144936000_+	2	1
1_144948000_+	1	1
1_144979000_+	2	1
1_145015000_-	2	1
1_145017000_+	1	1
1_145022000_-	1	1
1_145023000_-	2	1
1_145032000_+	1	1
1_145038000_+	2	1
1_145046000_-	2	1
1_145054000_+	2	1
1_145055000_-	1	1
1_145055000_+	1	1
1_145057000_-	1	1
1_145057000_+	1	1
1_145062000_-	2	2
1_145063000_-	2	2
1_145069000_+	1	1
1_145071000_+	1	2
1_145074000_-	2	1
1_145075000_-	2	1
1_145076000_-	1	1
1_145080000_+	1	1
1_145089000_-	1	1
1_145090000_+	2	1
1_145094000_+	1	1
1_145108000_+	1	1
1_145115000_+	1	1
1_145116000_-	1	1
1_145117000_-	2	1
1_14512000_-	2	1
1_145205000_+	1	1
1_145277000_-	2	1
1_145283000_+	2	1
1_145387000_-	2	1
1_145399000_-	1	1
1_145400000_+	1	1
1_14542000_+	1	1
1_145421000_+	1	1
1_145444000_-	1	1
1_145445000_+	1	1
1_145456000_-	2	1
1_145499000_-	1	1
1_145504000_-	1	1
1_145520000_+	1	1
1_145526000_+	1	1
1_145533000_-	1	1
1_145534000_+	1	1
1_145536000_-	1	1
1_145567000_+	1	1
1_145569000_-	1	1
1_145591000_-	2	1
1_145655000_+	1	1
1_145665000_-	2	1
1_145665000_+	1	1
1_14567000_-	2	1
1_145685000_+	1	1
1_145688000_+	1	1
1_145698000_-	1	1
1_14570000_-	1	1
1_145711000_+	1	1
1_145717000_-	1	1
1_145738000_+	1	1
1_145740000_+	1	1
1_14576000_+	2	1
1_14577000_+	2	1
1_14583000_-	1	1
1_14597000_-	1	1
1_14626000_+	1	1
1_14628000_+	1	1
1_146504000_-	1	1
1_146506000_-	1	1
1_146560000_-	1	1
1_146581000_-	2	1
1_146592000_+	1	1
1_14660000_+	1	1
1_146608000_-	2	1
1_146624000_-	2	1
1_146656000_+	2	1
1_146658000_+	1	1
1_146697000_+	2	1
1_146703000_-	1	1
1_146711000_-	1	1
1_146740000_+	1	1
1_146759000_-	2	1
1_14677000_-	2	1
1_14680000_+	2	1
1_146824000_+	1	1
1_146843000_+	1	1
1_146854000_+	2	1
1_146885000_+	1	1
1_146908000_-	1	1
1_146933000_-	1	1
1_146955000_-	2	1
1_146976000_-	1	1
1_146994000_-	1	1
1_1470000_-	1	1
1_147007000_-	1	1
1_147039000_-	2	1
1_147041000_-	1	1
1_147043000_+	1	1
1_147058000_-	1	1
1_147058000_+	2	1
1_147084000_-	1	1
1_147096000_-	1	1
1_147100000_+	2	1
1_147117000_-	1	1
1_147150000_+	1	1
1_147162000_+	2	1
1_147172000_+	2	1
1_147200000_-	2	1
1_147204000_+	1	1
1_14721000_-	1	1
1_147211000_+	1	1
1_147213000_-	1	1
1_147217000_-	1	1
1_147220000_-	1	1
1_14724000_+	1	1
1_147252000_+	1	1
1_147254000_-	1	1
1_147269000_-	1	1
1_147300000_-	2	1
1_14731000_-	2	1
1_147311000_-	1	1
1_147312000_-	1	1
1_14734000_-	2	1
1_14737000_+	1	1
1_147385000_+	2	1
1_147395000_+	1	1
1_14741000_+	1	1
1_14755000_+	1	1
1_14765000_+	2	1
1_147731000_+	1	1
1_147748000_-	1	1
1_147777000_+	2	1
1_147779000_+	2	1
1_147780000_+	1	1
1_147800000_+	1	1
1_147808000_-	1	1
1_147816000_-	2	1
1_147817000_+	1	1
1_147824000_+	1	1
1_14786000_-	1	1
1_14787000_-	1	1
1_14788000_+	1	1
1_147996000_+	1	1
1_14805000_+	2	1
1_148241000_+	1	1
1_148244000_-	1	1
1_14828000_-	1	1
1_14846000_-	1	1
1_14847000_+	2	1
1_14849000_+	1	1
1_14853000_-	2	1
1_14867000_+	1	1
1_14871000_-	2	1
1_14877000_-	1	1
1_148882000_-	2	1
1_148888000_+	2	1
1_14889000_-	1	1
1_148926000_+	1	1
1_148927000_-	107	2.68224299065421
1_148927000_+	20	1.05
1_148928000_-	3	1.66666666666667
1_149033000_-	1	1
1_14906000_-	1	1
1_149062000_-	1	1
1_149065000_+	1	1
1_149075000_+	1	1
1_149087000_+	1	1
1_149089000_+	1	1
1_14909000_-	1	1
1_149100000_-	1	1
1_149128000_-	2	1
1_14914000_-	1	1
1_149156000_-	2	1
1_149161000_-	1	1
1_149161000_+	2	1
1_149178000_+	1	1
1_149199000_+	1	1
1_149202000_+	1	1
1_149214000_-	1	1
1_149230000_-	2	2
1_14926000_-	2	1
1_14927000_-	1	1
1_14932000_-	2	1
1_149334000_+	2	1
1_149357000_+	2	1
1_149372000_-	1	1
1_14942000_+	1	1
1_14945000_-	2	1
1_14952000_+	1	1
1_149654000_-	1	1
1_1498000_-	2	1
1_149905000_+	1	1
1_149932000_+	1	1
1_149957000_+	1	1
1_149960000_+	1	1
1_149970000_-	1	1
1_149984000_-	1	1
1_149992000_-	1	1
1_149994000_+	1	1
1_150004000_-	1	1
1_150007000_-	2	1
1_150030000_+	1	1
1_150050000_+	1	1
1_150054000_+	2	1
1_150064000_+	2	1
1_150065000_+	1	1
1_15009000_-	1	1
1_150091000_-	1	1
1_150125000_+	1	1
1_150126000_-	2	1
1_150127000_-	2	1
1_150128000_+	2	1
1_15014000_+	1	1
1_150140000_+	1	1
1_150146000_+	2	1
1_150155000_-	1	1
1_150178000_+	1	1
1_150209000_-	1	1
1_150246000_-	2	1
1_150296000_+	1	1
1_150299000_+	1	1
1_150349000_+	1	1
1_150366000_+	1	1
1_150371000_-	1	1
1_15040000_-	1	1
1_150400000_+	1	1
1_150412000_+	1	1
1_150422000_+	1	1
1_150441000_+	2	1
1_150460000_+	2	1
1_150470000_+	2	1
1_150484000_-	1	1
1_150486000_-	2	1
1_150491000_+	1	1
1_150502000_+	1	1
1_150506000_-	1	1
1_150519000_-	1	1
1_150519000_+	1	1
1_150564000_+	1	1
1_150568000_+	2	1
1_150577000_+	1	1
1_150579000_+	1	1
1_150584000_+	1	1
1_1506000_-	2	1
1_150600000_+	2	1
1_150613000_+	1	1
1_150661000_-	2	1
1_150662000_-	2	1
1_150697000_+	1	1
1_150712000_+	1	1
1_150715000_+	2	1
1_150719000_+	2	1
1_150734000_+	2	1
1_150763000_-	3	1
1_150810000_-	2	1
1_15086000_-	1	1
1_150872000_-	1	1
1_150872000_+	1	1
1_150876000_-	1	1
1_150886000_+	1	1
1_15091000_+	1	1
1_150912000_-	1	1
1_150923000_-	2	1
1_150926000_+	2	1
1_150958000_+	1	1
1_150995000_+	1	1
1_15101000_-	1	1
1_151038000_+	1	1
1_151042000_-	2	1
1_151049000_-	1	1
1_151069000_+	1	1
1_151073000_+	1	1
1_151111000_+	2	1
1_151154000_-	1	1
1_151175000_+	2	1
1_151189000_-	2	1
1_15119000_+	2	1
1_15120000_+	2	1
1_151221000_+	2	1
1_151237000_+	2	1
1_151244000_+	2	1
1_151255000_+	1	1
1_151258000_+	1	1
1_151267000_-	1	1
1_151310000_+	1	1
1_151375000_-	3	1
1_151376000_+	1	1
1_151377000_+	1	1
1_151395000_+	2	1
1_151421000_+	2	1
1_151424000_-	2	1
1_151443000_-	1	1
1_151449000_+	1	1
1_151450000_+	1	1
1_151483000_-	7	1.71428571428571
1_151483000_+	1	1
1_151510000_-	2	1
1_151516000_+	1	1
1_151518000_-	1	1
1_151524000_-	1	1
1_151563000_+	2	1
1_151574000_+	1	1
1_151582000_+	2	1
1_151587000_-	1	1
1_151595000_-	1	2
1_151604000_+	1	1
1_151633000_-	1	1
1_15171000_+	1	1
1_151745000_+	1	1
1_151754000_-	1	1
1_151777000_-	1	1
1_151785000_-	1	1
1_151787000_-	1	1
1_151787000_+	1	1
1_151805000_+	1	1
1_151806000_-	1	1
1_151807000_+	1	1
1_151834000_-	1	1
1_151837000_-	1	1
1_151861000_+	1	1
1_151885000_-	1	1
1_151886000_+	1	1
1_151903000_-	1	1
1_151925000_+	1	1
1_151931000_-	1	1
1_151967000_-	2	1
1_152009000_-	2	1
1_152039000_+	1	1
1_152046000_-	1	1
1_152059000_+	3	1
1_152073000_+	2	1
1_1521000_-	1	1
1_152115000_-	1	1
1_152166000_+	2	1
1_15219000_+	1	1
1_152194000_+	1	1
1_15220000_-	1	1
1_15221000_+	2	1
1_152271000_-	1	1
1_152281000_-	2	1
1_152283000_+	1	1
1_152298000_-	1	1
1_152320000_+	1	1
1_152324000_-	1	1
1_152346000_-	1	1
1_152356000_-	1	1
1_152382000_+	1	1
1_152383000_+	2	1
1_152391000_+	2	1
1_152397000_+	1	1
1_152403000_-	1	1
1_152410000_-	2	1
1_15242000_-	1	1
1_152464000_-	1	1
1_152466000_+	2	1
1_152474000_+	2	1
1_152497000_+	2	1
1_152508000_+	1	1
1_152532000_-	1	1
1_15257000_+	1	1
1_152581000_-	1	2
1_15259000_+	2	1
1_152605000_-	1	1
1_152635000_-	2	1
1_152650000_-	1	1
1_152662000_+	2	1
1_152681000_-	1	1
1_152692000_-	2	1
1_152692000_+	1	1
1_152730000_-	2	1
1_152778000_-	1	1
1_152786000_-	1	1
1_152796000_+	1	1
1_152800000_-	1	1
1_152801000_-	3	1
1_152823000_-	2	1
1_15284000_-	2	1
1_152845000_+	2	1
1_15285000_+	1	1
1_152857000_-	2	1
1_152863000_+	1	1
1_152864000_+	1	2
1_152871000_-	2	1
1_152894000_-	1	1
1_152916000_+	1	1
1_15292000_+	1	1
1_152942000_+	1	1
1_152962000_+	2	1
1_152970000_+	1	1
1_152978000_+	2	1
1_153006000_-	1	1
1_153012000_+	1	1
1_15302000_+	2	1
1_153024000_+	2	1
1_153035000_+	1	1
1_153046000_-	2	1
1_153046000_+	1	1
1_15305000_-	1	1
1_153056000_-	1	1
1_153058000_+	2	1
1_153113000_-	2	1
1_153126000_-	1	1
1_153143000_+	2	2
1_153191000_+	2	1
1_153202000_+	1	1
1_153205000_+	1	1
1_153215000_+	1	1
1_153232000_-	1	1
1_153236000_-	1	1
1_153248000_-	1	1
1_153249000_-	1	1
1_153288000_+	1	1
1_153292000_-	1	1
1_153332000_+	1	1
1_153349000_+	1	1
1_153350000_+	2	1
1_153354000_+	1	1
1_153356000_-	2	1
1_153360000_+	1	1
1_153363000_+	1	1
1_153368000_+	1	1
1_153406000_+	1	1
1_15341000_-	1	1
1_153443000_-	1	1
1_153446000_-	1	1
1_153487000_-	1	1
1_153498000_+	1	1
1_15356000_+	2	1
1_153601000_-	1	1
1_15362000_-	2	1
1_153622000_+	1	1
1_153662000_-	1	1
1_153670000_-	2	1
1_153694000_-	1	1
1_153704000_-	1	1
1_153710000_+	1	1
1_15373000_-	1	1
1_153732000_+	1	1
1_153751000_-	2	1
1_15376000_+	2	1
1_153764000_-	2	1
1_153785000_+	2	1
1_153810000_+	1	1
1_153811000_+	1	1
1_153812000_+	2	1
1_153813000_-	1	1
1_153814000_+	2	1
1_153866000_+	2	1
1_153869000_+	1	1
1_153872000_+	1	1
1_153880000_-	2	1
1_153915000_-	1	1
1_153918000_+	1	1
1_153920000_+	2	1
1_153926000_+	2	1
1_153929000_+	2	1
1_153931000_-	2	1
1_153939000_-	1	1
1_153939000_+	2	1
1_153968000_-	1	1
1_153986000_+	1	1
1_154017000_+	1	1
1_154035000_+	2	1
1_154082000_-	1	1
1_154093000_-	1	1
1_154102000_+	1	1
1_154115000_+	1	1
1_154117000_-	1	1
1_154139000_-	1	1
1_154145000_+	2	1
1_15415000_-	1	1
1_154170000_-	2	1
1_15418000_+	2	1
1_154184000_-	2	1
1_15419000_+	1	2
1_154197000_-	2	1
1_1542000_-	1	1
1_154208000_-	1	1
1_154210000_+	2	1
1_154220000_+	1	1
1_154258000_+	1	1
1_154271000_+	1	1
1_154279000_-	1	1
1_154279000_+	1	1
1_154290000_+	1	1
1_154297000_+	1	1
1_154298000_+	2	1
1_154299000_-	1	1
1_154311000_+	2	1
1_154319000_+	1	1
1_154329000_-	1	1
1_154339000_+	2	1
1_154356000_+	2	1
1_154357000_-	2	1
1_154378000_-	1	1
1_154398000_+	1	1
1_154399000_-	2	1
1_1544000_+	1	1
1_154400000_+	2	1
1_154401000_+	2	1
1_154419000_-	1	1
1_15444000_+	1	1
1_154452000_-	1	1
1_154460000_+	1	1
1_154507000_+	2	1
1_154547000_-	2	1
1_154548000_+	1	1
1_154550000_-	2	1
1_154565000_-	1	1
1_154583000_-	1	1
1_154604000_-	1	1
1_154617000_-	2	1
1_154621000_-	1	1
1_154638000_+	2	1
1_154654000_+	1	1
1_154668000_-	1	1
1_154680000_+	2	1
1_154684000_-	2	1
1_154686000_-	1	1
1_154721000_+	1	1
1_154723000_-	1	1
1_154725000_+	1	1
1_154726000_-	1	1
1_154767000_-	2	1
1_154773000_+	1	1
1_154775000_+	2	1
1_154776000_-	1	1
1_154785000_+	1	1
1_154792000_-	1	1
1_154792000_+	2	1
1_154806000_+	1	1
1_154812000_-	1	1
1_154836000_-	1	1
1_15484000_+	2	1
1_154840000_+	1	1
1_154848000_-	1	1
1_15488000_+	1	1
1_154925000_+	1	1
1_154928000_-	2	1
1_154936000_-	2	1
1_154972000_+	1	1
1_154985000_-	2	2
1_15500000_+	1	1
1_155006000_+	1	1
1_155013000_+	1	1
1_155020000_-	1	1
1_155021000_+	1	1
1_155053000_-	1	1
1_155103000_-	2	1
1_155114000_+	2	1
1_155134000_-	2	1
1_155139000_-	2	1
1_15514000_-	2	1
1_155149000_+	2	1
1_155167000_-	1	1
1_155171000_-	1	1
1_155175000_+	1	1
1_155200000_+	2	1
1_155211000_+	1	2
1_155213000_+	1	1
1_155229000_-	1	1
1_155238000_+	1	1
1_155243000_+	2	1
1_155257000_-	2	1
1_155260000_+	2	1
1_155273000_-	2	1
1_155283000_+	2	1
1_155285000_+	1	1
1_15529000_-	1	1
1_155312000_+	2	1
1_155317000_+	1	1
1_15533000_+	2	1
1_155336000_+	1	1
1_155352000_+	1	1
1_155369000_-	2	1
1_155418000_+	1	1
1_155421000_-	2	1
1_155427000_+	1	1
1_155442000_-	1	1
1_155450000_-	1	1
1_155486000_+	1	1
1_155505000_-	1	1
1_155506000_-	1	1
1_155509000_+	1	1
1_15551000_+	1	1
1_155511000_+	2	1
1_155513000_-	1	1
1_155535000_+	2	1
1_155548000_+	1	1
1_155568000_+	2	1
1_155594000_+	2	1
1_155624000_+	1	1
1_155634000_-	1	1
1_155656000_+	1	1
1_155659000_+	2	1
1_155662000_+	1	1
1_155680000_-	1	1
1_155682000_+	1	1
1_155685000_-	1	1
1_155705000_+	2	1
1_155741000_+	2	1
1_155755000_-	1	1
1_155764000_+	1	1
1_155795000_+	2	1
1_155803000_+	1	1
1_15585000_+	2	1
1_155875000_-	1	1
1_155886000_-	1	1
1_1559000_-	1	1
1_155922000_+	2	1
1_155944000_+	1	1
1_155978000_+	1	1
1_155981000_-	1	1
1_155986000_-	1	1
1_156017000_-	1	1
1_156018000_+	1	1
1_156022000_+	1	1
1_156029000_-	2	1
1_15605000_-	1	1
1_156052000_-	1	1
1_156056000_+	2	1
1_156058000_+	2	1
1_156071000_+	2	2
1_1561000_+	1	1
1_15612000_+	2	1
1_156133000_+	2	1
1_156145000_-	3	1
1_156158000_-	1	1
1_156165000_+	2	1
1_1562000_+	2	1
1_156206000_-	1	1
1_156214000_-	1	1
1_156214000_+	2	1
1_156226000_-	3	1
1_156229000_+	2	1
1_156232000_-	2	1
1_156268000_+	2	1
1_15628000_+	1	1
1_156295000_-	2	1
1_156302000_-	1	1
1_156310000_+	1	1
1_156311000_+	1	1
1_156331000_+	2	1
1_156338000_-	2	1
1_156361000_-	1	1
1_156367000_-	1	1
1_156382000_-	1	1
1_156390000_+	1	1
1_1564000_-	1	1
1_156405000_-	2	1
1_156409000_-	1	1
1_156419000_-	2	1
1_156423000_-	1	1
1_156444000_+	1	1
1_156501000_-	2	1
1_156502000_+	2	1
1_156506000_+	2	1
1_15651000_+	1	1
1_156519000_-	1	1
1_156529000_-	1	1
1_156551000_-	1	1
1_156560000_-	1	1
1_156577000_+	2	1
1_156602000_+	1	1
1_156603000_-	1	1
1_156622000_-	2	1
1_156624000_-	1	1
1_156627000_-	1	1
1_156627000_+	2	1
1_156643000_+	1	1
1_156650000_-	1	1
1_156654000_+	2	1
1_156658000_+	2	1
1_156666000_+	1	1
1_156678000_-	1	1
